36160913cd6c1e75ba359243a12bd21ada0a27b3a38698aa392f381763356dc88a5c1, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,Checked,0,1
105861f219a5ead4e1f237cd341c86a085075d36203d85ec1b31d480feb503cfa9e05, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Homr,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,homr,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,Checked,1,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,UnChecked,1,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
266523b1a6968081942490dd127df0cae2efd4cb8aad6f5e5436f13f2ae7c43e7e57f, 1,1/16/2025 9:37 AM,1/16/2025 9:39 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,lobogna,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,magnolia,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,1,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,UnChecked,1,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,Checked,1,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,1,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,Checked,0,1
1133741d57c4d4bf0c784417d5381b2df407fc4dcf48be409ad1df5c0dd6215e13b2e, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,Checked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
342193684f2ebd40de88cd5e687f77c96348f97679147ceb6f7c369c6d8a38a83d368, 1,1/16/2025 9:30 AM,1/16/2025 9:33 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,Checked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,Checked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
392171b34ddc1a37edce6cd298060db606e65cf62c6bf6e0a376e4df4684ffcc17084, 1,1/16/2025 9:36 AM,1/16/2025 9:38 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
